Title,Sentiment
कर्णालीमा मिस नेपालको अडिसन बुधबार हुने,neutral
‘वार टु’ मा रजाटोसको इन्ट्री,neutral
बारी बेचेर एल्बम निकालेका पंगेनी,neutral
रंगमञ्चमा ‘मनसरा’ निर्देशकको कविता,neutral
बालगायक अशोक दर्जीको जीवनमा आधारित फिल्म बन्ने,positive
प्रभावशाली आलिया र देव,positive
अनमोलको ‘फर्की फर्की’ ट्रेलर सार्वजनिक,neutral
मनसरा'को ट्रेलर सार्वजनिक,neutral
श्रममन्त्री अर्यालले भने : 'द रेड सुटकेस'ले भावुक बनायो ,positive
नेपाल अन्तर्राष्ट्रिय बाल-चलचित्र महोत्सव हुने,neutral
सन् १९७३ आजकै दिन : तेन्दुलकरको जन्म ,neutral
वेस्ट इन्डिज ‘ए’ को बलियो टोली नेपाल आउँदै,neutral
"भुवनको अग्रता, सुवासको डेब्यु",neutral
आईपीएल - २०२४ : स्टोइनसको शतकमा लखनउ विजयी,positive
इंग्लिस प्रिमियर लिग : चेल्सीमाथि आर्सनलको पाँच गोल,neutral
क्याडेट चेसमा पुरुषोत्तम र पूर्णिमा अगाडि,neutral
प्रकाश स्मृति भलिबल ललितपुरको महांकालमा हुने,neutral
महिला भलिबलको पहिलो खेलमा आर्मी र न्यु डायमन्ड भिड्ने,neutral
ऋतिक र प्रदीप सेमिफाइनलमा,neutral
"गणेशमान सिंह क्रिकेट : वाग्मतीको लगातार जित, श्रवणको ह्याट्रिक विकेट",positive
रिक्सा चालक राष्ट्रिय क्रिकेटर,positive
आईपीएलको आधा बाटो,neutral
‘सी’ डिभिजनमा आरसीको बराबरी,neutral
प्रो ‘डेब्यु’ प्रतीक्षामा सुवास,neutral
सिरी ए : इन्टर मिलानले जित्यो लिग उपाधि,positive
आईपीएल २०२४ : शीर्षमा राजस्थान अझ मजबुत,positive
प्रधानमन्त्री दाहाल विदेशीको दबाबमा सत्ता समीकरण परिवर्तन गर्दै हिँड्छन् : लिङदेन,negative
माओवादीसम्बद्ध डेढ दर्जन विभागद्वारा अर्थमन्त्री पुनलाई सुझाव,neutral
सरकार नागरिकको स्वास्थ्यप्रति संवेदनशील छ : प्रधानमन्त्री दाहाल,positive
जापानी विदेशमन्त्री योको नेपालमा,neutral
चुच्चे नक्सासहित नयाँ नोट निकाल्ने नेपालको निर्णयबारे भारतको असन्तुष्टि,negative
नेपाल र कोरियाका आरोही जुगल–१ को चुचुरोमा,positive
मापदण्डविपरीतका अटिजम थेरापी सेन्टरलाई कारबाहीको चेतावनी,negative
संकटग्रस्त सहकारी छानबिन गर्न संसदीय समिति बनाउने पक्षमा प्रधानमन्त्री,neutral
भूकम्पपीडित टहरामा उकुसमुकुस,negative
"सहकारीका बचतकर्ता यी हुन्, मस्ती गर्ने को हुन् ? ",negative
आयुष्नोभा बनिन् 'मिस इन्टरकन्टिनेन्टल नेपाल',positive
ट्रेन्टोमा 'ह्वील्स अन द बस'लाई अवार्ड,positive
टिकट टु हलिउड'मा सुगन्ध खोज्दै हिँड्ने कस्तूरीहरु ,neutral
सन् १९१३ मा आजकै दिन : भारतमा पहिलो फिचर फिल्म,neutral
तेस्रो पटक दुबईमा गुञ्जँदै 'मंगोलियन हार्ट',positive
‘खामोसी’की मनीषा २८ वर्षपछि ‘हिरामन्डी’मा,neutral
‘ननस्टप’ रजनीकान्त,positive
हटडक्समा 'देवी'को वर्ल्ड प्रिमियर,positive
रित्तो गाउँ'मा विदेशिएका युवाको चित्रण,neutral
नारीका कथा उठाउने सुलक्षण,positive
सन् २०२१ आजकै दिन : महिला निर्देशकलाई अस्कर,positive
कर्णालीमा मिस नेपाल अडिसन,neutral
मनोबल बढाउने जित,positive
इंग्लिस प्रिमियर लिग : सिटी लगातार चौथो उपाधिनजिक,positive
ला लिगा : रियलले जित्यो कीर्तिमानी ३६औं उपाधि,positive
बेंगलुरुको लगातार तेस्रो जित,positive
"कामनपा र मध्यपुर थिमि सेमिफाइनलमा, यमनको ह्याट्रिक",neutral
जितकुन्डोमा सन्जिव र उर्मिलालाई स्वर्ण,positive
एपीएफ टिम च्याम्पियन,positive
महाँकालमा प्रकाश स्मृति भलिबल सुरु,neutral
यू–१५ स्कुल क्रिकेट : मोक्क्षदा र रत्नराज्यको लगातार जित,positive
ब्रिटिस आर्मीसँग पहिलो मैत्रीपूर्ण खेल गोलरहित बराबरीमा,neutral
"आसिफ र अनिलको अर्धशतकमा नेपालको सान्त्वना जित, मल्लको शानदार फिनिसिङ",positive
भीमनारायण गोल्ड कप आइतबारदेखि,neutral
अन्तिम खेलमा नेपाललाई जितको मौका,positive
वेस्ट इन्डिज ‘ए’ विरुद्धको खेलमा नेपालले पहिला बलिङ गर्ने,neutral
ट्वान्टी–२० शृङ्खला : नेपाल र वेस्ट इन्डिज ‘ए’ बीचको अन्तिम खेल आज,neutral
विश्वकप खेल्न जाने नेपाली टोलीको बिदाइ,neutral
टेनिसले बदलेको सपना,positive
आईपीएल २०२४ : मुम्बईलाई हराएपछि कोलकाता प्ले–अफ नजिक,positive
इंग्लिस प्रिमियर लिग : एभरटनसँगको बराबरीमा लुटन टाउनलाई गाह्रो,negative
"समग्र सहकारी समस्याबारे संसदीय छानबिन हुनसक्छ, व्यक्तिलक्षित समितिको माग सम्भव छैन : महेश बर्तौला",neutral
सहकारीको बचत अपचलन : संसदीय छानबिन समिति बनाउन लामिछाने असहमत,negative
पूर्वमन्त्री गुरुङको निधन ,negative
संसद्‍मा बोल्न पाउँ भन्दै उपप्रधानमन्त्री लामिछानेले पठाए सभामुखलाई पत्र,neutral
सर्वदलीय बैठक : सहकारीको बचत अपचलनसम्बन्धी संसदीय छानबिन समिति बनाउन कांग्रेसको अडान,neutral
विद्युतीय चुरोटमा प्रतिबन्ध लगाउने सरकारको तयारी,neutral
"वाग्मतीका मुख्यमन्त्री जम्कट्टेल अस्वस्थ,  हेलिकोप्टरबाट काठमाडौं ल्याइँदै",negative
गण्डकीका मुख्यमन्त्रीले पाएको विश्वासको मतको वैधानिकतामाथि प्रश्न उठाउँदै कांग्रेसले दायर गर्‍यो सर्वोच्चमा रिट,neutral
रुसी सेनामा आबद्ध नेपाली फिर्ता ल्याउन उच्चस्तरमा कूटनीतिक पहल गर्छु : प्रधानमन्त्री,neutral
प्रधानमन्त्रीसहित शीर्ष नेतासँग सभामुखले थाले छलफल ,neutral
एमाले महासचिव पोखरेल भन्छन् :  जसपा नेपालका बाँकी सांसदले पनि विद्रोह गर्छन् ,negative
एकीकृत समाजवादीको स्थायी समिति बैठक शनिबार,neutral
"जसपा नेपालका अध्यक्ष यादव स्वदेश फर्किए, संसदीय दलको बैठक बस्दै",neutral
आजको मौसम : कतै हावाहुरी त कतै हल्कादेखि भारी वर्षाको सम्भावना,negative
प्रधानमन्त्रीसहित शीर्ष नेताहरूसँग छलफल गर्दै सभामुख,neutral
आमाबाट सिकेको सीपले स्वरोजगार,positive
उपेन्द्रको निरन्तर ओरालो यात्रा,negative
जो वर्षौंदेखि कर्णालीवासीको स्वास्थ्य जाँचिरहेका छन्,positive
"झस्किए नेपाल, फेरियो बोली",neutral
बुबाहरूमा समर्पित 'गाउँ आएको बाटो',neutral
मान्छे सोझी सोझी छ' सार्वजनिक,neutral
हिरामन्डी'को चर्चापछि मनीषा भन्छिन् : हामीले सक्दो राम्रो गर्ने हो ,positive
‘लापता लेडिज’: घुम्टोभित्र छोपिएको पितृसत्ता,negative
फिल्म समीक्षा : मुक्ति मात्र मृगतृष्णा ! ,negative
मिस नेपाल इटहरी अडिसन मंगलबार,neutral
आयुष्नोभा बनिन् 'मिस इन्टरकन्टिनेन्टल नेपाल',positive
ट्रेन्टोमा 'ह्वील्स अन द बस'लाई अवार्ड,positive
टिकट टु हलिउड'मा सुगन्ध खोज्दै हिँड्ने कस्तूरीहरु ,neutral
सन् १९१३ मा आजकै दिन : भारतमा पहिलो फिचर फिल्म,neutral
सुनसरी जिल्ला लिग बुधबारदेखि,neutral
सूर्यकुमारको शतकमा मुम्बईको जित,positive
प्यालेससँग युनाइटेडको बिर्सनलायक हार,negative
महिला फुटबल टोली सम्मानित ,positive
लन्डनमा नेपाली टोली पराजित,negative
हेटौंडा र थाहा नगर सेमिफाइनलमा,neutral
चन्द्रागिरि १६ स्वर्णसहित च्याम्पियन,positive
मूलपानी क्रिकेट मैदानको डिजाइन प्रस्तुत,neutral
कभर्डहलमा फुल कन्ट्याक्ट कराते सुरु,neutral
कर्पोरेट क्रिकेटमा माछापुच्छ्रे र एनसेल क्वाटरफाइनलमा,neutral
रारामा हुने प्रदेशस्तरीय कबड्‌डीमा १७ टिम दर्ता ,neutral
तीन सयलाई आउट गर्ने माही,positive
टेबल टेनिसमा ओलम्पिक छनोटको अवसर,positive
गोलबजारको पहिलो जित,positive
बस्न्यातलाई टर्किस एयरलाइन्स गल्फ कप,neutral
लखनऊलाई हराएर कोलकाता शीर्ष स्थानमा,positive
लिभरपुलसँग हारेपछि टोटनहम अझ कमजोर,negative
गृह मन्त्रालयलाई १ खर्ब ९९ अर्ब २४ करोड विनियोजन,neutral
सीता दाहाल मेमोरियल कलेज स्थापना गर्ने सरकारको निर्णय,neutral
बन्द विमानस्थललाई सहासिक खेल पर्यटनमा प्रयोग गरिने,neutral
युवा रोजगारको लागि ३ अर्ब बजेट विनियोजन ,positive
सामाजिक सञ्जालबाट गरिने विज्ञापनलाई सरकारले नियमन गर्ने ,neutral
रक्षा मन्त्रालयलाई ५९ अर्ब ८७ करोड बजेट,neutral
निजगढ विमानस्थल बनाउन अझै अलमल ,negative
प्रधानमन्त्री छोरी आत्मनिर्भर कार्यक्रमलाई १० करोड विनियोजन,neutral
वन डढेलो नियन्त्रणका लागि बजेटको व्यवस्था ,neutral
खानेपानी मन्त्रालयलाई २६ अर्ब ६३ करोड रुपैयाँ विनियोजन,neutral
प्रधानमन्त्रीको गृहजिल्लाको विमानस्थललाई ३६ करोड ,neutral
विपन्नलक्षित छात्रवृत्ति कक्षा ६ देखि १२ सम्मका विद्यार्थीले पाउने,positive
अध्यक्ष सिरोहियालाई थप उपचारका लागि काठमाडौंको मेडिसिटी अस्पताल ल्याइयो,negative
"जनकपुरलाई विवाह, लुम्बिनीलाई वर्थिङ हब बनाइने ",neutral
नेपालको प्रतिव्यक्ति आय १ हजार ४ सय ५६ डलर पुग्यो ,neutral
संसदीय छानबिन समितिको कार्यादेश तय : गोरखा मिडिया नेटवर्कसँग सम्बन्धित व्यक्तिमाथि छानबिन गर्ने,neutral
सहकारी ठगी : संसदीय छानबिन समिति बनाउन भएको सहमति कांग्रेसद्वारा अनुमोदन,neutral
बजेट भाषणको समय ३ बजेका लागि सर्‍यो,neutral
संक्रमणकालीन न्यायसम्बन्धी बाँकी काम सपन्न गर्न सरकार प्रतिबद्ध छ : प्रधानमन्त्री,neutral
गणतन्त्र सामाजिक न्यायसहित समृद्ध नेपाल निर्माण गर्ने प्रयासको प्रतिफल हो : प्रधानमन्त्री,positive
दाउन्नेमा अवरुद्ध सडक एकतर्फी सञ्चालन,neutral
लोकतान्त्रिक गणतन्त्रबाट मुलुकको विकास र जनताको समृद्धि हासिल गर्न सकिन्छ : अध्यक्ष नेपाल,positive
गलतको ठाउँमा सही चुन्ने विकल्प नै गणतन्त्र : अध्यक्ष ओली,neutral
कांग्रेस संसदीय दलको बैठक बस्दै,neutral
‘भुक्तमान’,neutral
आज गणतन्त्र दिवस मनाइँदै,positive
दाउन्ने र थुम्सीमा महेन्द्रराजमार्ग अवरुद्ध,negative
छानबिन समितिको क्षेत्राधिकारमा समझदारी,neutral
अनुसन्धानलाई शीघ्रता दिन अदालतको आदेश,neutral
लामिछानेलाई गृहमन्त्रीबाट निलम्बनको माग गर्दै सर्वोच्चमा रिट,negative
दोलखा फिल्म सिटी र बनेपामा छायांकन स्टुडियो बनाउने सरकारको घोषणा,neutral
कुञ्जमा 'म्यारिज प्रपोजल',neutral
"‘पुजार सार्की’ : गम्भीर विषय, सतही प्रस्तुति",negative
कान्समा कपाडियालाई ‘ग्रान्ड प्रिक्स’,positive
मयूर नाच जोगाउँदै युवा,positive
गाउँ आएको बाटो'मा दयाहाङको नयाँ 'लुक' ,neutral
जेठदेखि छायांकनमा 'ऊनको स्वीटर',neutral
गाउँ आएको बाटो'को ट्रेलर सार्वजनिक,neutral
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
नेपाल अमेरिका अन्तर्राष्ट्रिय चलचित्र महोत्सव' हुँदै,neutral
कान्सको रेड कार्पेटमा मेयर बालेन,neutral
फ्रेन्च ओपन : नाडाल पहिलो चरणमै पराजित,negative
विश्वकपमा हेर्नलायक पाँच ब्याटर,neutral
स्टार्क विश्वकपलाई तयार,positive
ऋषेश्वर र चित्लाङ फाइनलमा,neutral
क्यानडासँगको अभ्यास खेलमा नेपाल पराजित,negative
क्यानडाद्वारा नेपाललाई ठूलो लक्ष्य,neutral
नेपाल दक्षिण एसियाली युथ टेबलटेनिसको सेमिफाइनलमा,positive
फ्रिडम र चाबहिल फाइनलमा भिड्ने,neutral
सुवास र श्यामलाई गल्फको सम्मान ,positive
आईटीएफ सर्किटमा सुनीरालाई रजत,positive
भ्याली कपको क्वाटरफाइनल समीकरण पूरा,neutral
कोशी प्रदेश टी-१० क्रिकेट : प्यान्थर्स र एनबीएससीको विजयी सुरूवात ,positive
एनसीसीएस कपमा सीईसी र आयोजक भक्तपुर विजयी,positive
ब्रिगेड ब्वाइज क्लबले जित्यो गोर्खा कपको उपाधि ,positive
राष्ट्रिय कुङ्फुमा काठमाडौं टिम च्याम्पियन,positive
अन्तिम तयारीमा नेपाल,neutral
सुदूरपश्चिममा मुख्यमन्त्रीका लागि दीर्घ सोडारीलाई अघि बढाउने एकीकृत समाजवादीको निर्णय,neutral
एन्फा उपाध्यक्ष दावा लामा पक्राउ,negative
केन्द्रीय सदस्य कार्कीले लामिछानेलाई भने- सहकारीको विषयमा 'जस्तो कसीमा जाँचिनुपर्ने हो तयार होऔं',neutral
"अब एक सातासम्मको मौसम पूर्वानुमान, किसानलाई बाली लगाउन र भित्र्याउन सहज हुने अपेक्षा",positive
निर्वाचन आचारसंहिता पालन नगरे कारबाही हुने,negative
"सुदूरपश्चिममा मुख्यमन्त्रीका दुवै दाबी अस्वीकृत, पुनः आह्वान",negative
मधेशका मुख्यमन्त्रीलाई चौथो पटक विश्वासको मत,neutral
वैशाख १२ देखि दुईदिने नेपाल भ्रमणमा आउँदै कतारी अमिर अलथानी,neutral
"आज राम नवमी, भगवान् श्रीरामको पूजा आराधना गरी मनाइँदै",positive
देशभर मौसम सफा रहने विभागको पूर्वानुमान,positive
गृहमन्त्रीको राजीनामा माग्दै कांग्रेस नेताहरू,negative
कान्तिपुरबाट गिरीको राजीनामा,neutral
"बचतकर्ता सडकमा, गैरकानुनी ऋण लिने लामिछाने सत्तामा",negative
बीचमै हराए ६ लाख विद्यार्थी,negative
डिग्री माइला- दृश्यभन्दा संवाद हाबी,neutral
गायनमा जमेका महेश ,positive
एक मुठ्ठी बादल'को छायांकन सम्पन्न,neutral
कान्तिपुर सिनेमाजमा 'यौटा सपनाको अवसान',neutral
‘भिजिट भिसा’ को घोषणा,neutral
स्मिताको स्वर र प्रियंकाको अभिनय रहेको 'लुकाउने ठाउँ छैन' गीत सार्वजनिक,neutral
फिल्म समीक्षा : ‘द रेड सुटकेस’मा रित्तो नेपाली समाज ,negative
दयाहाङ भन्छन् : सुरु-सुरुमा तिमी अभिनयका लागि ठीक छैनौसमेत भने ,negative
कथाले मागेका दर्शकले रुचाएका,positive
कंगना : क्विन अफ कन्ट्रोभर्सी,neutral
सन्देशमूलक ‘स्वीकार’,positive
एसीसी प्रिमियर कप : समूह विजेता बन्दै नेपाल सेमिफाइनलमा,positive
कोशी टिमको बिदाइ,negative
स्मार्ट भिलेज गोल्डकप: भुइँखेल फाइनलमा,neutral
मनिताले एसियन जुडोमा खेल्ने,positive
आईपीएल २०२४ : बटलरको शतकमा राजस्थानको रोमाञ्चक जित,positive
‘लेभरकुजन’ अब रहेन ‘नेभरकुजन’,positive
युरोपेली च्याम्पियन्स लिग : बार्सिलोनालाई स्तब्ध पार्दै पीएसजी सेमिफाइनलमा,positive
रन वर्षा ‘इम्प्याक्ट सब्स्टिच्युट’ का कारण,neutral
राष्ट्रिय महिला भलिबल वैशाख १२ देखि,neutral
राष्ट्रपतिबाट रनिङ सिल्डको उद्घाटन,neutral
स्मार्ट भिलेज गोल्ड कप : बेंसीसहर युथ र लालीगुराँस भुजुङ सेमिफाइनलमा,neutral
खेलकुद र युवामा नयाँ युगको सुरुवात भयो : मन्त्री श्रेष्ठ,positive
आरसी-३२ नौ अंकसहित शीर्षमा,neutral
अन्तरपालिका भलिबलको उपाधि नवलपुरको बौदीकालीलाई ,positive
मेलबोर्न क्रिकेट क्लब ७ विकेटले विजयी,positive
शेरबहादुर खड्का राष्ट्रिय महिला भलिबल अर्को साता,neutral
गणेशको राष्ट्रिय कीर्तिमान,positive
बाग्चौरलाई क्रिकेटको उपाधि,positive
प्रदेश राजधानीबाहिर छैन पूर्वाधार,negative
जीतपुरसिमरा गोल्डकप : पुलिस च्याम्पियन,positive
आईपीएल २०२४ : कीर्तिमानी स्कोरसँगै हैदरवाद विजयी,positive
इंग्लिस प्रिमियर लिग : एभरटनमाथि चेल्सीको ६ गोल,positive
कानुनमा सबै क्षेत्रको सुझाव समेट्न ‘डिजिटल प्लेटफर्म’ तयार गर्दैछौँ : मन्त्री गिरी,positive
कान्तिपुरकर्मी खतिवडा पुरस्कृत,positive
इलाम २ उपनिर्वाचन : कांग्रेसका खड्कासहित ७ जनाको मनोनयन दर्ता,neutral
निर्वाचित भएपछि पार्टी र कार्यकर्ता भुल्ने परिपाटी अन्त्य हुनुपर्छ : उपसभापति खड्का,neutral
विवादित व्यक्तिहरु सम्मिलित सरकारबाट सुशासनको अपेक्षा गर्न सकिदैन : महर,negative
इलाम २ उपनिर्वाचन : एमालेका नेम्वाङले गरे मनोनयन दर्ता,neutral
नेविसंघ बैठक : ०८१ पुसभित्र महाधिवेशन गर्ने निर्णय,neutral
दक्षिण कोरिया भ्रमणको तयारीमा प्रधानमन्त्री दाहाल,neutral
सरकारको गलत नीतिले उद्योगको अवस्था बेहाल छ: रुंगटा,negative
एमालेको राष्ट्रिय प्रतिनिधि परिषद् बैठक बैशाख पहिलो साता,neutral
सुदूरपश्चिममा सरकार गठनको आह्वान,neutral
"६३ जिल्लामा पुग्यो पाठ्यपुस्तक, बाँकीमा पनि चैतभित्रै",positive
किरणको सारंगीको धुन...,positive
माइकल चेकवको पद्दती सिकाउने कार्यशाला,neutral
महाजात्रा' मध्यरातसम्म चल्यो - रवीन्द्रसिंह बानियाँ,neutral
द रेड सुटकेस'को ओटीटी अधिकार एचबीओलाई,neutral
फिल्म निर्माणसम्बन्धी राष्ट्रिय सम्मेलन,neutral
केकीले के बुझिनन् ?,neutral
कंगनाले आलियालाई गलत ढंगले निशाना बनाइन् ,negative
नेपाली कथा'मा वैदेशिक रोजगारीले दिएको पीडा,negative
अन्तर्राष्ट्रिय साँस्कृतिक चलचित्र महोत्सव सम्पन्न,neutral
रेड सुटकेस' बनिरहेको फिल्मभन्दा फरक : सौगात मल्ल,neutral
केकीकै लागि बनेको 'बोक्सीको घर',neutral
धनुषालाई हराउँदै  बाराले जित्यो  मेयरकप उपाधि,positive
"लुम्बिनी अन्तर्राष्ट्रिय म्याराथनको उपाधि पुनलाई, महिला हाफ म्याराथनमा श्रेष्ठ विजयी",positive
लुम्बिनी अन्तर्राष्ट्रिय हाफ म्याराथनको उपाधि श्रेष्ठलाई,positive
आईपीएल २०२४ : हैदरावादसँगको हारमा चेन्नाइको खराब लय,negative
मयन्कको गति,neutral
लुम्बिनीमा अन्तर्राष्ट्रिय म्याराथन सुरु,neutral
फितलो ब्याटिङमा आइरिस हाबी,negative
आत्मविश्वासी मोरङ र मछिन्द्र,positive
फाइनलअघि नेपालको हार,negative
वाग्मतीको प्रभावशाली जित,positive
सिरोहियाको गिरफ्तारी संविधान र विधिको शासनविपरीत : पूर्वराष्ट्रपति डा. यादव,negative
एकै सिजनमा तेश्रो पटक सगरमाथाको चुचुरोमा पुगिन् पूर्णिमा,positive
संसद्‌मा हुने बहस स्तरहीन र मर्यादाहीन हुँदै गएको छ : पूर्वसभामुख सापकोटा,negative
सहकारी छानबिनसम्बन्धी संसदीय समितिको कार्यादेशमा अब सहमति जुट्छ : मन्त्री गिरी,neutral
स्वतन्त्र प्रेस बिना स्वतन्त्र न्यायपालिकाको कल्पना गर्न सकिँदैन : प्रधानन्यायाधीश श्रेष्ठ,neutral
सहकारी ठगीको मूल मुद्दामै केन्द्रित रहेर सहमतिको प्रयास,neutral
कांग्रेस नेताहरूको प्रधानमन्त्रीलाई प्रश्न : कान्तिपुर अध्यक्षलाई किन पक्राउ गरेको ?,negative
बचत फिर्ताको माग गर्दै सहकारीपीडित रिले अनशनमा,negative
४ दिनदेखि हिरासतमा रहेका सिरोहिया अस्पताल भर्ना,negative
"पत्रकारका लागि खतरनाक चेतावनी : आग्नेस कालामार महासचिव, एम्नेस्टी इन्टरनेसनल",negative
सभामुखलाई कांग्रेसको प्रश्न : दुईवटा नागरिकता र दुई देशको पासपोर्ट बोक्नेलाई छानबिन कहिले ?,negative
सहकारीको बचत कम्पनीमा लग्ने राप्रपा सांसदमाथि मुद्दा चलाउन प्रहरीको सिफारिस,negative
सिरोहियालाई थप ३ दिन हिरासतमा राख्न अनुमति,negative
मयूर नाच जोगाउँदै युवा,positive
गाउँ आएको बाटो'मा दयाहाङको नयाँ 'लुक' ,neutral
जेठदेखि छायांकनमा 'ऊनको स्वीटर',neutral
गाउँ आएको बाटो'को ट्रेलर सार्वजनिक,neutral
एक्लो'मा जेमी बेकनसँगै प्रदीप खड्का,neutral
नेपाल अमेरिका अन्तर्राष्ट्रिय चलचित्र महोत्सव' हुँदै,neutral
कान्सको रेड कार्पेटमा मेयर बालेन,neutral
सर्वसाधरणसँगै मतदान गर्दै बलिउड कलाकार ,neutral
विधि लम्साल बनिन् 'मिस नेपाल पिस २०२४',positive
प्रज्ञा कुञ्जको नाट्य उत्सव सम्पन्न,neutral
बडी बिल्डिङका २८ प्रशिक्षक तयार,positive
स्यान्टुलाई एक लाख रूपैयाँको सम्मान,positive
एनसीसीएस भ्याली कप क्रिकेट आजदेखि,neutral
आईपीएल २०२४ : राजस्थानलाई हराएर हैदरावाद फाइनलमा,positive
आईसीसी ट्वान्टी–२० विश्वकप : विश्व क्रिकेटसामु नेपाललाई अवसर,positive
भेट्रान फुटबलमा विकर्ण र सुन्दरको ह्याट्रिक,positive
जुनियर टेबलटेनिस टोली श्रीलंका जाने,neutral
‘खेल पत्रकारिता शोध र अनुसन्धानतिर केन्द्रित हुनुपर्छ’,neutral
रेडियन्ट र विद्यालय खेलकुद महासंघबीच सम्झौता,neutral
यू–१२ टेनिस टिममा भारत विजेता,positive
आशातीत पदक प्राप्त गर्न पाठ्यक्रममा खेल विषय समावेश हुनुपर्छ : सदस्यसचिव घिसिङ,neutral
बार्सिलोनाद्वारा प्रशिक्षक जाभी बर्खास्त,negative
राष्ट्रिय कराते प्रतियोगिताको उपाधि आयोजकलाई,neutral
युरोपा च्याम्पियनका अनपेक्षित नायक,positive
चाबहिल स्पोर्ट्स क्लब विजयी ,positive
महिला क्रिकेटको प्रारम्भिक टोली घोषणा,neutral
भारत र श्रीलंका फाइनलमा,neutral
बलात्कार मुद्दामा क्रिकेटर सन्दीप लामिछानेलाई सफाइ,neutral
ओलीको प्रश्न : कांग्रेसको घरबाट ल्याएको संसद् हो यो ?,negative
अपांगता भएका व्यक्तिको माग पूरा गर्न कांग्रेसको आग्रह,neutral
सवारी दुर्घटना र क्षति न्यूनीकरण गर्न राष्ट्रिय सभामा सार्वजनिक महत्वको प्रस्ताव दर्ता ,neutral
कांग्रेसले नै गिरीबन्धु टि-स्टेटको ७० बिघा जग्गा कमिसन खाएर बेच्यो : ओली,negative
उप्रधानमन्त्री लामिछाने र स्वीडेनका राजदूत थेलेफबीच भेटवार्ता,neutral
एमाले संसदीय दलको बैठक जारी,neutral
सहकारीको बचत अपचलन : गृहमन्त्री लामिछानेको संलग्नता छानबिनको माग गर्दै नेविसंघको प्रदर्शन,negative
पुरिएका संरचना उकास्दै कागबेनीका बाढीपीडित,neutral
कश्मीरमा बन्धक बनाइएका ३५ नेपाली मजदुरको उद्धार,positive
नेपाल नवप्रवर्तन र उद्यमशीलताको संस्कृति प्रवर्द्धन गर्न प्रतिबद्ध छ : प्रधानमन्त्री दाहाल,positive
पशु अभियानकर्मीको भिगन क्याफे,neutral
राष्ट्रपतिलाई धन्यवाद प्रस्ताव पारित नभएकोबारे सभामुख र प्रधानमन्त्रीबीच कुराकानी,neutral
आजको मौसम : केही ठाउँमा पानी पर्ने सम्भावना,neutral
इतिहासको ज्ञान उजागर गरेर गए ज्ञानमणि,positive
विस्फोटक पदार्थ उत्पादन अब स्वदेशमै,neutral
शिक्षकलाई राजनीतिमा बन्देज,neutral
राष्ट्रपतिले पाएनन् धन्यवाद,negative
‘डिजिटलाइजेसन’ र कृषिमा लगानी दशक घोषणा,positive
"नाम, आवाज र उपनाम जोगाउन ज्याकी अदालतमा",neutral
हलिउड/बलिउडलाई नेपालमा छायांकनका लागि आकर्षित गरिने,positive
